model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,cert_region
NISSAN Versa,1.8,(4 cyl),Auto-AV,2WD,Gasoline,midsize car,6,27,33,29,8,yes,FA
NISSAN Xterra,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,15,20,17,4,no,CA
NISSAN Xterra,4.0,(6 cyl),Man-6,2WD,Gasoline,SUV,7,16,20,17,4,no,CA
NISSAN Xterra,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,14,20,16,4,no,CA
NISSAN Xterra,4.0,(6 cyl),Man-6,4WD,Gasoline,SUV,7,16,20,17,4,no,CA
NISSAN Xterra,4.0,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,20,17,4,no,FA
NISSAN Xterra,4.0,(6 cyl),Man-6,2WD,Gasoline,SUV,6,16,20,17,4,no,FA
NISSAN Xterra,4.0,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
NISSAN Xterra,4.0,(6 cyl),Man-6,4WD,Gasoline,SUV,6,16,20,17,4,no,FA
PONTIAC G5,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,9.5,22,31,26,8,yes,CA
PONTIAC G5,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,24,33,27,8,yes,CA
PONTIAC G5,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,26,8,yes,FA
PONTIAC G5,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,6,24,33,27,8,yes,FA
PONTIAC G5,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,26,8,yes,CA
PONTIAC G5,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,6,24,33,27,8,yes,CA
PONTIAC G5,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,25,7,yes,FA
PONTIAC G5,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,32,26,8,yes,FA
PONTIAC G5,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,25,7,yes,CA
PONTIAC G5,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,32,26,8,yes,CA
PONTIAC G6,3.5,(6 cyl),Auto-S4,2WD,Gasoline,small car,7,17,26,20,6,yes,CA
PONTIAC G6,3.5,(6 cyl),Auto-L4,2WD,Gasoline,small car,7,18,29,22,6,yes,CA
PONTIAC G6,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,30,25,7,yes,FA
PONTIAC G6,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,30,25,7,yes,CA
PONTIAC G6,3.5,(6 cyl),Auto-S4,2WD,Gasoline,small car,6,17,26,20,6,no,FA
PONTIAC G6,3.5,(6 cyl),Auto-S4,2WD,Gasoline,small car,6,17,26,20,6,no,FA
PONTIAC G6,3.5,(6 cyl),Auto-L4,2WD,Gasoline,small car,6,18,29,22,6,no,FA
PONTIAC G6,3.5,(6 cyl),Auto-S4,2WD,Gasoline,small car,6,17,26,20,6,no,CA
PONTIAC G6,3.6,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,17,26,20,6,no,FA
PONTIAC G6,3.6,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,17,26,20,6,no,CA
PONTIAC G6,3.9,(6 cyl),Auto-S4,2WD,Gasoline,small car,6,15,22,18,5,no,FA
PONTIAC G6,3.9,(6 cyl),Auto-S4,2WD,Gasoline,small car,6,15,22,18,5,no,CA
PONTIAC G8,6.0,(8 cyl),Auto-S6,2WD,Gasoline,large car,6,15,24,18,5,no,FA
PONTIAC G8,6.0,(8 cyl),Auto-S6,2WD,Gasoline,large car,6,15,24,18,5,no,CA
PONTIAC Grand Prix,3.8,(6 cyl),Auto-L4,2WD,Gasoline,midsize car,9.5,18,28,21,6,yes,CA
PONTIAC Grand Prix,3.8,(6 cyl),Auto-L4,2WD,Gasoline,midsize car,6,18,28,21,6,no,FA
PONTIAC Grand Prix,5.3,(8 cyl),Auto-S4,2WD,Gasoline,midsize car,6,16,25,19,5,no,FA
PONTIAC Grand Prix,5.3,(8 cyl),Auto-S4,2WD,Gasoline,midsize car,6,16,25,19,5,no,CA
PONTIAC Pursuit,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,9.5,22,31,26,8,yes,CA
PONTIAC Pursuit,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,24,33,27,8,yes,CA
PONTIAC Pursuit,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,26,8,yes,FA
PONTIAC Pursuit,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,6,24,33,27,8,yes,FA
PONTIAC Pursuit,2.2,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,26,8,yes,CA
PONTIAC Pursuit,2.2,(4 cyl),Man-5,2WD,Gasoline,small car,6,24,33,27,8,yes,CA
PONTIAC Pursuit,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,25,7,yes,FA
PONTIAC Pursuit,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,32,26,8,yes,FA
PONTIAC Pursuit,2.4,(4 cyl),Auto-L4,2WD,Gasoline,small car,6,22,31,25,7,yes,CA
PONTIAC Pursuit,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,32,26,8,yes,CA
PONTIAC Solstice,2.0,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,FA
PONTIAC Solstice,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,28,22,6,no,FA
PONTIAC Solstice,2.0,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,CA
PONTIAC Solstice,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,28,22,6,no,CA
PONTIAC Solstice,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no,FA
PONTIAC Solstice,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,25,21,6,no,FA
PONTIAC Solstice,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no,CA
PONTIAC Solstice,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,25,21,6,no,CA
PONTIAC Torrent,3.4,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,17,24,19,5,no,CA
PONTIAC Torrent,3.4,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,no,CA
PONTIAC Torrent,3.4,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,17,24,19,5,no,FA
PONTIAC Torrent,3.4,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,17,24,19,5,no,FA
PONTIAC Torrent,3.6,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
PONTIAC Torrent,3.6,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,24,19,5,no,FA
PONTIAC Torrent,3.6,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no,CA
PONTIAC Torrent,3.6,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,24,19,5,no,CA
PONTIAC Vibe,1.8,(4 cyl),Auto-L4,2WD,Gasoline,station wagon,7,25,31,27,8,yes,CA
PONTIAC Vibe,1.8,(4 cyl),Man-5,2WD,Gasoline,station wagon,7,26,33,29,8,yes,CA
PONTIAC Vibe,1.8,(4 cyl),Auto-L4,2WD,Gasoline,station wagon,6,25,31,27,8,yes,FA
PONTIAC Vibe,1.8,(4 cyl),Man-5,2WD,Gasoline,station wagon,6,26,33,29,8,yes,FA
PORSCHE 911 GT2,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,23,19,5,no,FA
PORSCHE 911 GT2,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,23,19,5,no,CA
PORSCHE 911 GT3,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,15,22,18,5,no,FA
PORSCHE 911 GT3,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,15,22,18,5,no,CA
PORSCHE 911 GT3 RS,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,15,22,18,5,no,FA
PORSCHE 911 GT3 RS,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,15,22,18,5,no,CA
PORSCHE 911 Turbo,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,no,FA
PORSCHE 911 Turbo,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,16,23,18,5,no,FA
PORSCHE 911 Turbo,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,no,CA
PORSCHE 911 Turbo,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,16,23,18,5,no,CA
PORSCHE 911 Turbo Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,no,FA
PORSCHE 911 Turbo Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,15,24,18,5,no,FA
PORSCHE 911 Turbo Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,15,23,18,5,no,CA
PORSCHE 911 Turbo Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,15,24,18,5,no,CA
PORSCHE Boxster,2.7,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,19,26,21,6,yes,CA
PORSCHE Boxster,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,7,19,28,22,6,yes,CA
PORSCHE Boxster,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,7,20,29,23,7,yes,CA
PORSCHE Boxster,2.7,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,FA
PORSCHE Boxster,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,6,19,28,22,6,no,FA
PORSCHE Boxster,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,6,20,29,23,7,yes,FA
PORSCHE Boxster S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,18,25,21,6,yes,CA
PORSCHE Boxster S,3.4,(6 cyl),Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes,CA
PORSCHE Boxster S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,25,21,6,no,FA
PORSCHE Boxster S,3.4,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,FA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,FA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,FA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no,FA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,FA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,CA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,CA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no,CA
PORSCHE Carrera Cabriolet,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,CA
PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,FA
PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,FA
PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no,FA
PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,FA
PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,CA
PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,CA
PORSCHE Carrera Coupe,3.6,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,24,20,6,no,CA
PORSCHE Carrera Coupe,3.6,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,CA
PORSCHE Carrera Targa,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,FA
PORSCHE Carrera Targa,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,FA
PORSCHE Carrera Targa,3.6,(6 cyl),Auto-L5,4WD,Gasoline,small car,6,17,24,19,5,no,CA
PORSCHE Carrera Targa,3.6,(6 cyl),Man-6,4WD,Gasoline,small car,6,17,25,20,6,no,CA
PORSCHE Cayenne,3.6,(6 cyl),Man-6,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
PORSCHE Cayenne,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,14,20,16,4,no,FA
PORSCHE Cayenne,3.6,(6 cyl),Man-6,4WD,Gasoline,SUV,6,14,20,16,4,no,CA
PORSCHE Cayenne,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,14,20,16,4,no,CA
PORSCHE Cayenne GTS,4.8,,,4WD,Gasoline,SUV,7,,,,,no,CA
PORSCHE Cayenne GTS,4.8,,,4WD,Gasoline,SUV,6,,,,,no,FA
PORSCHE Cayenne S,4.8,(8 cyl),Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,no,CA
PORSCHE Cayenne S,4.8,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,13,19,15,3,no,FA
PORSCHE Cayenne Turbo,4.8,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,12,19,14,2,no,FA
PORSCHE Cayenne Turbo,4.8,,,4WD,Gasoline,SUV,6,,,,,no,FA
PORSCHE Cayenne Turbo,4.8,(8 cyl),Auto-L6,4WD,Gasoline,SUV,6,12,19,14,2,no,CA
PORSCHE Cayenne Turbo,4.8,,,4WD,Gasoline,SUV,6,,,,,no,CA
PORSCHE Cayman,2.7,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,19,26,21,6,yes,CA
PORSCHE Cayman,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,7,19,28,22,6,yes,CA
PORSCHE Cayman,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,7,20,29,23,7,yes,CA
PORSCHE Cayman,2.7,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,FA
PORSCHE Cayman,2.7,(6 cyl),Man-6,2WD,Gasoline,small car,6,19,28,22,6,no,FA
PORSCHE Cayman,2.7,(6 cyl),Man-5,2WD,Gasoline,small car,6,20,29,23,7,yes,FA
PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,small car,7,18,25,21,6,yes,CA
PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes,CA
PORSCHE Cayman S,3.4,(6 cyl),Auto-L5,2WD,Gasoline,small car,6,18,25,21,6,no,FA
PORSCHE Cayman S,3.4,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,FA
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,midsize car,6,13,19,15,3,no,FA
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,small car,6,13,19,15,3,no,FA
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,midsize car,6,13,19,15,3,no,CA
ROLLS-ROYCE Phantom,6.7,(12 cyl),Auto-S6,2WD,Gasoline,small car,6,13,19,15,3,no,CA
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,11,15,13,1,no,FA
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,11,15,13,1,no,FA
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,11,15,13,1,no,CA
ROUSH Stage 3 F150,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,11,15,13,1,no,CA
ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,small car,7,14,20,16,4,no,CA
ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,7,15,20,17,4,no,CA
ROUSH Stage 3 Mustang,4.6,(8 cyl),Auto-L5,2WD,Gasoline,small car,6,14,20,16,4,no,FA
ROUSH Stage 3 Mustang,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,6,15,20,17,4,no,FA
SAAB 9-3 Convertible,2.0,(4 cyl),Auto-S5,2WD,Gasoline,small car,6,18,24,20,6,no,FA
SAAB 9-3 Convertible,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,18,27,22,6,no,FA
SAAB 9-3 Convertible,2.0,(4 cyl),Auto-S5,2WD,Gasoline,small car,6,18,24,20,6,no,CA
SAAB 9-3 Convertible,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,18,27,22,6,no,CA
SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no,FA
SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,26,19,5,no,FA
SAAB 9-3 Convertible,2.8,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no,CA
SAAB 9-3 Convertible,2.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,26,19,5,no,CA
SAAB 9-3 Sport Sedan,2.0,(4 cyl),Auto-S5,2WD,Gasoline,small car,6,19,26,21,6,no,FA
SAAB 9-3 Sport Sedan,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,19,29,23,7,yes,FA
SAAB 9-3 Sport Sedan,2.0,(4 cyl),Auto-S5,2WD,Gasoline,small car,6,19,26,21,6,no,CA
SAAB 9-3 Sport Sedan,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,19,29,23,7,yes,CA
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no,FA
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,26,19,5,no,FA
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,15,24,18,5,no,CA
SAAB 9-3 Sport Sedan,2.8,(6 cyl),Man-6,2WD,Gasoline,small car,6,16,26,19,5,no,CA
SAAB 9-3 Sportcombi,2.0,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,18,24,20,6,no,FA
SAAB 9-3 Sportcombi,2.0,(4 cyl),Man-6,2WD,Gasoline,station wagon,6,19,29,23,7,yes,FA
SAAB 9-3 Sportcombi,2.0,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,18,24,20,6,no,CA
SAAB 9-3 Sportcombi,2.0,(4 cyl),Man-6,2WD,Gasoline,station wagon,6,19,29,23,7,yes,CA
SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,station wagon,6,15,24,18,5,no,FA
SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,station wagon,6,16,26,19,5,no,FA
SAAB 9-3 Sportcombi,2.8,(6 cyl),Auto-S6,2WD,Gasoline,station wagon,6,15,24,18,5,no,CA
SAAB 9-3 Sportcombi,2.8,(6 cyl),Man-6,2WD,Gasoline,station wagon,6,16,26,19,5,no,CA
SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,26,20,6,no,FA
SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,18,28,21,6,no,FA
SAAB 9-5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,midsize car,6,17,26,20,6,no,CA
SAAB 9-5,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,18,28,21,6,no,CA
SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,17,26,20,6,no,FA
SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,station wagon,6,18,28,21,6,no,FA
SAAB 9-5 Sportcombi,2.3,(4 cyl),Auto-S5,2WD,Gasoline,station wagon,6,17,26,20,6,no,CA
SAAB 9-5 Sportcombi,2.3,(4 cyl),Man-5,2WD,Gasoline,station wagon,6,18,28,21,6,no,CA
SAAB 9-7X,4.2,(6 cyl),Auto-L4,4WD,Gasoline,SUV,7,14,20,16,4,no,FC
SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,no,CA
SAAB 9-7X,6.0,(8 cyl),Auto-L4,4WD,Gasoline,SUV,6,12,16,13,1,no,CA
SAAB 9-7X,5.3,(8 cyl),Auto-L4,4WD,Gasoline,SUV,3,13,19,16,4,no,FA
SAAB 9-7X,6.0,(8 cyl),Auto-L4,4WD,Gasoline,SUV,3,12,16,13,1,no,FA
SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,small car,6,12,18,14,2,no,FA
SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,small car,6,12,18,14,2,no,FA
SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,small car,6,12,18,14,2,no,CA
SALEEN S281,5.0,(8 cyl),Man-6,2WD,Gasoline,small car,6,12,18,14,2,no,CA
SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,midsize car,7,18,29,22,6,yes,CA
SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,22,30,25,7,yes,FA
SATURN Aura,2.4,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,22,30,25,7,yes,CA
SATURN Aura,3.5,(6 cyl),Auto-L4,2WD,Gasoline,midsize car,6,18,29,22,6,no,FA
SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no,FA
SATURN Aura,3.6,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no,CA
SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes,FA
SATURN Aura Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes,CA
SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
SATURN Outlook,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,CA
SATURN Outlook,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
SATURN Sky,2.0,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,FA
SATURN Sky,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,28,22,6,no,FA
SATURN Sky,2.0,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no,CA
SATURN Sky,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,28,22,6,no,CA
SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no,FA
SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,25,21,6,no,FA
SATURN Sky,2.4,(4 cyl),Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no,CA
SATURN Sky,2.4,(4 cyl),Man-5,2WD,Gasoline,small car,6,19,25,21,6,no,CA
SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,SUV,7,19,26,22,6,yes,FC
SATURN Vue,2.4,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,19,26,22,6,no,FA
SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,17,4,no,FA
SATURN Vue,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,17,4,no,CA
SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,23,19,5,no,FA
SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
SATURN Vue,3.6,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,23,19,5,no,CA
SATURN Vue,3.6,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no,CA
SATURN Vue,3.6,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
SATURN Vue,3.6,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
SATURN Vue Hybrid,2.4,(4 cyl),Auto-L4,2WD,Gasoline,SUV,7,25,32,28,8,yes,FC
SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,6,15,22,17,4,no,FA
SHELBY Mustang GT,4.6,(8 cyl),Man-5,2WD,Gasoline,small car,6,15,22,17,4,no,CA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes,CA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,9.5,20,27,22,6,yes,CA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,18,23,20,6,no,FA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,6,19,25,21,6,no,FA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,no,FA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,no,FA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,6,20,27,22,6,no,FA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,6,20,27,22,6,no,FA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,18,23,20,6,no,CA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,6,19,25,21,6,no,CA
SUBARU Forester,2.5,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,no,CA
SUBARU Forester,2.5,(4 cyl),Man-5,4WD,Gasoline,SUV,6,20,27,22,6,no,CA
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,small car,6,19,25,21,6,no,FA
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,small car,6,20,25,22,6,no,FA
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,small car,6,20,27,22,6,no,FA
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no,FA
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,small car,6,19,25,21,6,no,CA
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,small car,6,20,25,22,6,no,CA
SUBARU Impreza,2.5,(4 cyl),Man-5,4WD,Gasoline,small car,6,20,27,22,6,no,CA
SUBARU Impreza,2.5,(4 cyl),Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no,CA
